,seqnames,start,end,width,strand,Conc,Conc_10.mM,Conc_10.mM,Fold,p.value,FDR
9031,chr20,43844195,43844695,501,*,6.15,4.82,6.82,-2,5.75E-05,0.000582
9032,chr5,173202463,173202963,501,*,6.59,5.37,7.24,-1.87,5.75E-05,0.000582
9033,chr11,30322926,30323426,501,*,6.39,5.2,7.04,-1.84,5.75E-05,0.000582
9034,chr2,134918815,134919315,501,*,7.45,6.42,8.04,-1.61,5.76E-05,0.000582
9035,chr1,15923556,15924056,501,*,4.4,1.77,5.28,-3.51,5.76E-05,0.000582
9036,chr17,57105244,57105744,501,*,5.28,3.48,6.06,-2.57,5.77E-05,0.000583
9037,chr3,128608062,128608562,501,*,6.02,4.53,6.74,-2.21,5.77E-05,0.000583
9038,chr6,136822914,136823414,501,*,5.99,4.51,6.7,-2.19,5.77E-05,0.000583
9039,chr7,131588179,131588679,501,*,5.58,3.97,6.33,-2.36,5.77E-05,0.000583
9040,chr9,137079950,137080450,501,*,5.41,3.56,6.19,-2.63,5.78E-05,0.000584
9041,chr1,148361735,148362235,501,*,6.71,5.63,7.32,-1.69,5.78E-05,0.000584
9042,chr1,167121126,167121626,501,*,5.78,4.22,6.51,-2.28,5.79E-05,0.000585
9043,chr20,62768892,62769392,501,*,6.16,4.63,6.88,-2.25,5.79E-05,0.000585
9044,chr4,4762382,4762882,501,*,5.27,3.31,6.08,-2.76,5.79E-05,0.000585
9045,chr1,209895242,209895742,501,*,5.81,4.07,6.57,-2.5,5.79E-05,0.000585
9046,chr9,103554310,103554810,501,*,4.9,2.72,5.73,-3.01,5.79E-05,0.000585
9047,chr2,234967188,234967688,501,*,5.13,3.14,5.93,-2.79,5.80E-05,0.000585
9048,chr1,235277028,235277528,501,*,4.17,1.04,5.09,-4.05,5.80E-05,0.000586
9049,chr15,92807092,92807592,501,*,4.97,2.92,5.79,-2.87,5.81E-05,0.000586
9050,chr7,128398163,128398663,501,*,5.66,4.08,6.39,-2.31,5.81E-05,0.000586
9051,chr19,12052318,12052818,501,*,5.65,3.74,6.44,-2.7,5.81E-05,0.000586
9052,chr17,18248364,18248864,501,*,6.05,4.64,6.75,-2.12,5.82E-05,0.000587
9053,chr15,41926248,41926748,501,*,4.91,2.64,5.76,-3.11,5.82E-05,0.000587
9054,chr1,201469404,201469904,501,*,5.5,3.86,6.25,-2.4,5.82E-05,0.000587
9055,chr3,143001577,143002077,501,*,6.91,5.84,7.53,-1.69,5.82E-05,0.000588
9056,chr12,56129288,56129788,501,*,6.42,5.11,7.1,-1.99,5.83E-05,0.000588
9057,chrX,39954150,39954650,501,*,5.69,4.15,6.42,-2.27,5.83E-05,0.000588
9058,chr9,137334142,137334642,501,*,5.35,3.46,6.14,-2.68,5.83E-05,0.000588
9059,chr4,40750030,40750530,501,*,5.86,4.38,6.57,-2.19,5.84E-05,0.000589
9060,chr7,157521407,157521907,501,*,4.86,2.6,5.7,-3.1,5.84E-05,0.000589
9061,chr14,103528451,103528951,501,*,5.91,4.46,6.62,-2.15,5.84E-05,0.000589
9062,chr10,80171399,80171899,501,*,5.39,3.45,6.19,-2.74,5.85E-05,0.00059
9063,chrX,154369057,154369557,501,*,6.25,4.92,6.93,-2.01,5.86E-05,0.00059
9064,chr17,77307542,77308042,501,*,5.68,3.97,6.44,-2.47,5.86E-05,0.000591
9065,chr3,48420840,48421340,501,*,5.62,3.33,6.47,-3.13,5.86E-05,0.000591
9066,chr14,21511356,21511856,501,*,5.7,4.05,6.45,-2.4,5.87E-05,0.000592
9067,chr9,127508085,127508585,501,*,5.53,3.63,6.32,-2.69,5.88E-05,0.000592
9068,chr22,44757918,44758418,501,*,4.32,1.67,5.2,-3.53,5.88E-05,0.000592
9069,chr8,144373161,144373661,501,*,6.28,4.82,6.98,-2.16,5.88E-05,0.000592
9070,chr19,35719929,35720429,501,*,5.57,3.85,6.33,-2.48,5.89E-05,0.000593
9071,chr5,16809224,16809724,501,*,6.32,4.94,7.01,-2.07,5.89E-05,0.000594
9072,chr6,34226458,34226958,501,*,5.09,3.01,5.91,-2.91,5.89E-05,0.000594
9073,chr16,29901504,29902004,501,*,5.33,3.5,6.11,-2.61,5.90E-05,0.000594
9074,chr22,46563414,46563914,501,*,6,4.62,6.69,-2.07,5.90E-05,0.000594
9075,chr11,76798920,76799420,501,*,6.21,4.59,6.95,-2.36,5.92E-05,0.000596
9076,chr22,38303791,38304291,501,*,5.22,3.06,6.05,-2.99,5.92E-05,0.000596
9077,chr21,42261407,42261907,501,*,6.17,4.8,6.86,-2.06,5.92E-05,0.000596
9078,chr9,131409828,131410328,501,*,5.62,3.89,6.39,-2.5,5.92E-05,0.000596
9079,chr21,43375802,43376302,501,*,5.02,3.04,5.83,-2.78,5.92E-05,0.000596
9080,chr1,167109689,167110189,501,*,6.18,4.32,6.97,-2.64,5.92E-05,0.000596
9081,chr9,128826675,128827175,501,*,5.28,3.48,6.06,-2.58,5.93E-05,0.000596
9082,chr6,2127370,2127870,501,*,4.63,2.18,5.49,-3.31,5.93E-05,0.000597
9083,chr3,184659079,184659579,501,*,7.47,6.42,8.07,-1.65,5.93E-05,0.000597
9084,chr14,64680186,64680686,501,*,5.02,2.88,5.84,-2.96,5.93E-05,0.000597
9085,chr5,43017660,43018160,501,*,5.84,4.35,6.55,-2.2,5.94E-05,0.000597
9086,chr6,122610006,122610506,501,*,5.63,3.52,6.45,-2.93,5.94E-05,0.000597
9087,chr9,121957162,121957662,501,*,5.06,2.93,5.89,-2.96,5.95E-05,0.000598
9088,chr17,49707693,49708193,501,*,7.44,6.35,8.05,-1.7,5.95E-05,0.000598
9089,chr2,37324997,37325497,501,*,6.45,5.22,7.11,-1.89,5.95E-05,0.000598
9090,chr5,1206860,1207360,501,*,5.31,3.48,6.09,-2.6,5.95E-05,0.000598
9091,chr5,149442858,149443358,501,*,6.43,4.77,7.18,-2.41,5.95E-05,0.000598
9092,chr5,168162318,168162818,501,*,5,2.83,5.83,-2.99,5.96E-05,0.000599
9093,chr7,38178218,38178718,501,*,6.66,5.46,7.31,-1.85,5.96E-05,0.000599
9094,chr4,2817338,2817838,501,*,5.19,3.31,5.98,-2.67,5.97E-05,0.000599
9095,chr16,66895592,66896092,501,*,5.26,3.32,6.06,-2.74,5.97E-05,6.00E-04
9096,chr17,48238134,48238634,501,*,4.8,2.64,5.63,-2.99,5.97E-05,6.00E-04
9097,chr17,47850232,47850732,501,*,5.66,3.9,6.43,-2.53,5.97E-05,6.00E-04
9098,chr9,33926828,33927328,501,*,5.65,4.07,6.38,-2.32,5.98E-05,6.00E-04
9099,chr19,13281033,13281533,501,*,4.83,2.65,5.66,-3.01,5.98E-05,6.00E-04
9100,chr2,109335222,109335722,501,*,6.21,4.87,6.89,-2.02,5.98E-05,6.00E-04
9101,chr21,44515723,44516223,501,*,5.24,3.42,6.02,-2.6,5.98E-05,0.000601
9102,chr2,39437548,39438048,501,*,6.08,4.73,6.76,-2.03,5.98E-05,0.000601
9103,chr7,128538448,128538948,501,*,5.01,2.98,5.82,-2.84,5.99E-05,0.000601
9104,chr11,72434079,72434579,501,*,6.79,5.65,7.42,-1.77,6.00E-05,0.000602
9105,chr22,39239801,39240301,501,*,6.17,4.78,6.86,-2.08,6.00E-05,0.000602
9106,chr11,64839389,64839889,501,*,5.61,3.78,6.39,-2.61,6.00E-05,0.000602
9107,chr9,130918880,130919380,501,*,5.68,4.11,6.41,-2.3,6.01E-05,0.000603
9108,chr8,142738670,142739170,501,*,5.78,4.15,6.53,-2.38,6.02E-05,0.000604
9109,chr16,83899416,83899916,501,*,5.05,3.04,5.86,-2.82,6.03E-05,0.000604
9110,chr7,76324879,76325379,501,*,5.62,3.74,6.41,-2.67,6.03E-05,0.000604
9111,chr11,61121013,61121513,501,*,5.9,4.1,6.68,-2.58,6.03E-05,0.000604
9112,chr10,131930991,131931491,501,*,4.96,2.38,5.84,-3.46,6.03E-05,0.000604
9113,chr1,38569109,38569609,501,*,6.14,4.74,6.84,-2.1,6.03E-05,0.000605
9114,chr8,22117860,22118360,501,*,6.31,4.9,7.01,-2.11,6.05E-05,0.000606
9115,chr3,193960922,193961422,501,*,5.91,4.45,6.61,-2.17,6.05E-05,0.000606
9116,chr8,121639844,121640344,501,*,5.88,4.44,6.59,-2.15,6.06E-05,0.000607
9117,chr7,139359195,139359695,501,*,6.9,5.88,7.49,-1.6,6.07E-05,0.000608
9118,chr3,128407937,128408437,501,*,4.63,2.21,5.49,-3.27,6.07E-05,0.000608
9119,chr7,1416580,1417080,501,*,5.82,3.83,6.63,-2.8,6.07E-05,0.000608
9120,chr5,178793629,178794129,501,*,5.08,2.95,5.91,-2.96,6.08E-05,0.000609
9121,chr16,2163129,2163629,501,*,5.91,4.16,6.67,-2.51,6.08E-05,0.000609
9122,chr9,137534268,137534768,501,*,5.84,4.14,6.6,-2.46,6.08E-05,0.000609
9123,chr14,105281286,105281786,501,*,4.9,2.76,5.73,-2.97,6.08E-05,0.000609
9124,chr19,49923856,49924356,501,*,5.78,4.25,6.51,-2.26,6.08E-05,0.000609
9125,chr2,10160553,10161053,501,*,5.21,3.14,6.02,-2.88,6.09E-05,0.000609
9126,chr21,42389056,42389556,501,*,6.61,5.46,7.25,-1.78,6.09E-05,0.00061
9127,chr10,17228483,17228983,501,*,6.45,5.03,7.15,-2.13,6.09E-05,0.00061
9128,chr20,35284250,35284750,501,*,6.58,5.29,7.25,-1.96,6.09E-05,0.00061
9129,chr7,2436942,2437442,501,*,5.55,3.85,6.31,-2.46,6.10E-05,0.000611
9130,chr3,197003977,197004477,501,*,6.67,5.3,7.36,-2.06,6.10E-05,0.000611
9131,chr2,17892996,17893496,501,*,6.31,4.95,6.99,-2.04,6.10E-05,0.000611
9132,chr9,129321409,129321909,501,*,5.53,3.84,6.29,-2.44,6.11E-05,0.000611
9133,chr1,9413397,9413897,501,*,5.97,4.55,6.67,-2.12,6.11E-05,0.000611
9134,chr16,88264476,88264976,501,*,6.29,4.62,7.05,-2.43,6.12E-05,0.000612
9135,chr12,6769890,6770390,501,*,5.35,3.53,6.13,-2.61,6.12E-05,0.000612
9136,chr11,1520224,1520724,501,*,5.26,3.15,6.08,-2.93,6.12E-05,0.000612
9137,chr8,37143274,37143774,501,*,7.23,6.22,7.82,-1.6,6.12E-05,0.000612
9138,chr1,6280382,6280882,501,*,5.27,3.36,6.06,-2.7,6.13E-05,0.000612
9139,chr1,1400130,1400630,501,*,6.5,4.86,7.25,-2.4,6.14E-05,0.000613
9140,chr11,126115620,126116120,501,*,5.8,4.13,6.55,-2.41,6.14E-05,0.000613
9141,chr15,52568381,52568881,501,*,6.53,5.32,7.18,-1.86,6.14E-05,0.000613
9142,chr3,123348051,123348551,501,*,5.54,3.83,6.3,-2.46,6.14E-05,0.000614
9143,chr7,66292773,66293273,501,*,5.14,3.27,5.93,-2.66,6.14E-05,0.000614
9144,chr17,4541728,4542228,501,*,5.54,3.7,6.32,-2.62,6.15E-05,0.000614
9145,chr19,2426867,2427367,501,*,6.31,5,6.99,-1.99,6.15E-05,0.000614
9146,chr1,1680305,1680805,501,*,5.25,3.23,6.06,-2.83,6.16E-05,0.000615
9147,chr1,27002125,27002625,501,*,5.99,4.62,6.68,-2.06,6.16E-05,0.000616
9148,chrX,153966249,153966749,501,*,5.59,4,6.33,-2.33,6.17E-05,0.000616
9149,chr19,16184888,16185872,985,*,6.37,5.07,7.05,-1.98,6.18E-05,0.000617
9150,chr15,73389478,73389978,501,*,5.41,3.51,6.2,-2.69,6.18E-05,0.000617
9151,chrX,120250877,120251377,501,*,5.78,4.27,6.5,-2.24,6.19E-05,0.000618
9152,chr3,47825014,47825514,501,*,6.62,5.37,7.28,-1.91,6.19E-05,0.000618
9153,chr7,63899902,63900402,501,*,5.92,4.41,6.64,-2.24,6.19E-05,0.000618
9154,chr2,240921761,240922261,501,*,5.81,4.12,6.57,-2.45,6.19E-05,0.000618
9155,chr2,240296164,240296664,501,*,6.26,4.94,6.94,-2,6.19E-05,0.000618
9156,chr6,169292020,169292520,501,*,5.82,4.35,6.53,-2.18,6.20E-05,0.000619
9157,chr16,88737133,88738006,874,*,6.03,4.32,6.79,-2.47,6.21E-05,0.000619
9158,chr2,37196901,37197401,501,*,6.14,4.73,6.84,-2.11,6.21E-05,0.00062
9159,chr12,106295658,106296158,501,*,4.43,1.46,5.33,-3.87,6.22E-05,0.00062
9160,chr13,98520617,98521117,501,*,5.54,3.85,6.29,-2.44,6.23E-05,0.000621
9161,chr11,75583956,75584456,501,*,5.34,3.39,6.14,-2.75,6.23E-05,0.000622
9162,chr9,135894210,135894710,501,*,5.94,4.3,6.69,-2.39,6.24E-05,0.000622
9163,chr3,127223332,127223832,501,*,5.68,3.91,6.45,-2.54,6.24E-05,0.000622
9164,chr5,76402498,76402998,501,*,5.56,3.9,6.31,-2.4,6.24E-05,0.000622
9165,chr16,1474998,1475498,501,*,6.13,4.69,6.84,-2.15,6.24E-05,0.000622
9166,chr12,52164841,52165341,501,*,5.93,4.36,6.66,-2.3,6.24E-05,0.000622
9167,chr19,572855,573355,501,*,5.2,3.36,5.98,-2.62,6.24E-05,0.000622
9168,chr2,130229422,130229922,501,*,5.31,3.5,6.09,-2.58,6.25E-05,0.000623
9169,chr18,63422819,63423319,501,*,5.88,4.31,6.61,-2.31,6.26E-05,0.000624
9170,chr16,74666479,74666979,501,*,6.03,4.56,6.74,-2.18,6.26E-05,0.000624
9171,chr7,46568815,46569315,501,*,7.08,6,7.69,-1.7,6.27E-05,0.000624
9172,chr7,138752939,138753439,501,*,7.68,6.86,8.2,-1.34,6.27E-05,0.000624
9173,chr19,2577540,2578040,501,*,5.26,3.25,6.07,-2.82,6.27E-05,0.000625
9174,chr2,96838794,96839294,501,*,5.77,3.97,6.54,-2.57,6.27E-05,0.000625
9175,chr12,124637326,124637826,501,*,5.74,4.2,6.47,-2.27,6.27E-05,0.000625
9176,chr16,85395995,85396495,501,*,4.92,2.88,5.73,-2.85,6.28E-05,0.000625
9177,chr3,128764564,128765064,501,*,5.71,3.87,6.5,-2.63,6.28E-05,0.000625
9178,chr21,41665714,41666214,501,*,5.25,2.56,6.14,-3.58,6.29E-05,0.000626
9179,chr10,5488243,5488743,501,*,5.51,3.51,6.32,-2.81,6.29E-05,0.000626
9180,chr4,139295516,139296016,501,*,6.02,4.39,6.77,-2.38,6.29E-05,0.000626
9181,chr6,37654422,37654922,501,*,5.22,3.07,6.05,-2.99,6.30E-05,0.000627
9182,chr2,238440150,238440650,501,*,6.8,5.76,7.4,-1.64,6.31E-05,0.000628
9183,chr17,77426672,77427172,501,*,5.91,4.37,6.64,-2.28,6.32E-05,0.000628
9184,chr17,2359279,2360209,931,*,7.36,6.37,7.95,-1.58,6.32E-05,0.000628
9185,chr16,712168,712668,501,*,5.64,4.08,6.38,-2.3,6.32E-05,0.000629
9186,chr9,19127448,19127948,501,*,5.41,3.7,6.18,-2.47,6.33E-05,0.00063
9187,chr16,3064763,3065630,868,*,6.49,5.14,7.18,-2.03,6.33E-05,0.00063
9188,chr10,133263260,133263760,501,*,5.32,2.72,6.2,-3.49,6.35E-05,0.000632
9189,chr2,226798177,226798677,501,*,6.51,2.42,7.47,-5.04,6.35E-05,0.000632
9190,chr22,38172740,38173240,501,*,6.07,4.7,6.76,-2.06,6.35E-05,0.000632
9191,chr8,22049459,22049959,501,*,5.47,3.67,6.25,-2.58,6.36E-05,0.000632
9192,chr9,136685040,136685540,501,*,5.47,3.41,6.28,-2.88,6.37E-05,0.000633
9193,chr17,41612585,41613085,501,*,5.91,4.42,6.63,-2.21,6.37E-05,0.000634
9194,chr21,45826793,45827293,501,*,5.03,2.6,5.89,-3.3,6.38E-05,0.000634
9195,chr17,17771978,17772478,501,*,5.54,3.9,6.29,-2.38,6.38E-05,0.000634
9196,chr19,7394296,7394796,501,*,5.03,2.81,5.87,-3.06,6.38E-05,0.000634
9197,chr19,10759622,10760122,501,*,5.63,3.8,6.41,-2.61,6.39E-05,0.000634
9198,chr9,127520371,127520871,501,*,6.83,5.73,7.45,-1.72,6.39E-05,0.000634
9199,chr10,62805350,62805850,501,*,5.48,3.79,6.23,-2.44,6.40E-05,0.000635
9200,chr10,93383634,93384134,501,*,7.36,6.3,7.96,-1.67,6.40E-05,0.000635
9201,chr21,44931620,44932120,501,*,4.68,2.31,5.53,-3.22,6.40E-05,0.000636
9202,chr1,174999198,174999698,501,*,7.59,6.74,8.12,-1.38,6.40E-05,0.000636
9203,chr1,93738738,93739238,501,*,6.6,5.39,7.25,-1.86,6.41E-05,0.000636
9204,chr3,40309127,40309627,501,*,6.06,4.65,6.76,-2.11,6.41E-05,0.000637
9205,chr6,3363539,3364039,501,*,5.83,4.34,6.54,-2.2,6.42E-05,0.000637
9206,chr13,29883845,29884345,501,*,5.71,3.93,6.48,-2.55,6.42E-05,0.000637
9207,chr1,21782427,21782927,501,*,5.75,3.87,6.54,-2.67,6.43E-05,0.000638
9208,chr5,176784850,176785350,501,*,5.24,3.39,6.02,-2.63,6.43E-05,0.000638
9209,chr2,218831639,218832139,501,*,5.92,4.43,6.63,-2.21,6.43E-05,0.000638
9210,chr7,32892358,32892858,501,*,7.19,6.25,7.75,-1.5,6.43E-05,0.000638
9211,chr10,116743100,116743600,501,*,5.8,4.09,6.56,-2.47,6.44E-05,0.000638
9212,chr20,57698833,57699333,501,*,7.61,6.68,8.18,-1.5,6.44E-05,0.000639
9213,chr17,46770619,46771119,501,*,6.26,4.81,6.97,-2.16,6.44E-05,0.000639
9214,chr17,42418335,42418835,501,*,4.62,2.2,5.48,-3.28,6.45E-05,0.000639
9215,chr12,130132341,130132841,501,*,5.57,3.72,6.36,-2.64,6.45E-05,0.000639
9216,chr17,77420202,77420702,501,*,5.42,3.38,6.24,-2.85,6.45E-05,0.000639
9217,chr1,40869072,40869572,501,*,5.41,3.65,6.18,-2.52,6.46E-05,0.00064
9218,chr9,109329650,109330150,501,*,6.36,5.1,7.02,-1.92,6.46E-05,0.000641
9219,chr8,20197372,20197872,501,*,6.19,4.76,6.89,-2.14,6.47E-05,0.000641
9220,chr1,2173796,2174296,501,*,5.54,3.2,6.39,-3.19,6.47E-05,0.000641
9221,chr19,47514500,47515000,501,*,6.47,5.25,7.13,-1.88,6.48E-05,0.000642
9222,chr19,38629394,38629894,501,*,5.22,3.31,6.01,-2.7,6.49E-05,0.000643
9223,chr17,75895411,75895911,501,*,5.74,4.21,6.46,-2.26,6.49E-05,0.000643
9224,chr14,75126805,75127305,501,*,6.33,4.93,7.03,-2.1,6.50E-05,0.000643
9225,chr19,45428365,45428865,501,*,6.59,5.33,7.26,-1.93,6.50E-05,0.000643
9226,chr11,70669141,70669641,501,*,5.71,4.17,6.44,-2.27,6.50E-05,0.000643
9227,chr7,77007968,77008468,501,*,5.57,3.96,6.32,-2.36,6.50E-05,0.000644
9228,chr7,101997763,101998263,501,*,5.8,4.34,6.51,-2.18,6.50E-05,0.000644
9229,chr17,65457578,65458078,501,*,6.11,4.79,6.79,-2,6.52E-05,0.000645
9230,chr17,82792260,82792760,501,*,5.47,3.78,6.22,-2.45,6.52E-05,0.000645
9231,chr14,90522902,90523402,501,*,5.69,4.06,6.44,-2.38,6.52E-05,0.000645
9232,chr3,53348117,53348617,501,*,5.93,4.54,6.63,-2.09,6.52E-05,0.000645
9233,chr7,128913935,128914435,501,*,5.24,3.31,6.04,-2.74,6.53E-05,0.000646
9234,chr11,64089558,64090058,501,*,5.61,3.76,6.4,-2.64,6.53E-05,0.000646
9235,chr13,112793415,112793915,501,*,5.03,3.08,5.83,-2.75,6.53E-05,0.000646
9236,chr2,10397053,10397553,501,*,5.31,3.16,6.14,-2.98,6.53E-05,0.000646
9237,chr17,75457050,75457550,501,*,6.02,4.65,6.71,-2.06,6.54E-05,0.000647
9238,chr19,44141535,44142035,501,*,5.94,4.55,6.64,-2.08,6.54E-05,0.000647
9239,chr11,17352812,17353312,501,*,6.06,4.68,6.75,-2.07,6.55E-05,0.000647
9240,chr2,233061648,233062148,501,*,5.4,3.66,6.16,-2.5,6.55E-05,0.000648
9241,chr22,20503966,20504466,501,*,6.26,4.62,7.01,-2.4,6.56E-05,0.000648
9242,chr1,53505487,53505987,501,*,5.06,3.13,5.86,-2.73,6.56E-05,0.000648
9243,chr17,82839773,82840273,501,*,5.67,3.96,6.44,-2.47,6.56E-05,0.000649
9244,chr2,73175736,73176236,501,*,5.68,4.01,6.44,-2.43,6.57E-05,0.000649
9245,chr16,2847150,2847650,501,*,6.41,5.1,7.09,-1.99,6.59E-05,0.000651
9246,chr7,1355548,1356048,501,*,6.23,4.81,6.93,-2.11,6.59E-05,0.000651
9247,chr17,78329652,78330152,501,*,6.39,5.08,7.06,-1.98,6.59E-05,0.000651
9248,chr7,74617299,74617799,501,*,6.09,4.69,6.79,-2.1,6.59E-05,0.000651
9249,chr12,108305561,108306061,501,*,5.97,4.43,6.7,-2.27,6.59E-05,0.000651
9250,chr17,82450098,82450598,501,*,5.99,4.6,6.68,-2.09,6.60E-05,0.000652
9251,chr17,63827349,63827849,501,*,7.14,6.19,7.71,-1.52,6.61E-05,0.000653
9252,chr3,195221491,195221991,501,*,5.55,3.91,6.29,-2.38,6.61E-05,0.000653
9253,chr11,94543586,94544086,501,*,6.94,5.94,7.52,-1.58,6.63E-05,0.000654
9254,chr4,52825060,52825560,501,*,6.62,5.42,7.27,-1.85,6.63E-05,0.000655
9255,chr19,10625530,10626030,501,*,5.23,3.34,6.02,-2.68,6.64E-05,0.000655
9256,chr11,13278061,13278561,501,*,6.63,5.06,7.36,-2.3,6.64E-05,0.000656
9257,chr16,84186610,84187110,501,*,5.8,4.31,6.52,-2.21,6.65E-05,0.000656
9258,chr19,50378684,50379184,501,*,5.46,3.48,6.26,-2.78,6.66E-05,0.000657
9259,chr10,124642024,124642524,501,*,5.12,3.23,5.91,-2.68,6.66E-05,0.000657
9260,chr5,179615894,179616394,501,*,5.59,3.88,6.36,-2.48,6.67E-05,0.000658
9261,chr6,30626604,30627104,501,*,5.58,3.93,6.34,-2.41,6.67E-05,0.000658
9262,chr7,152107961,152108461,501,*,5.05,3.12,5.85,-2.72,6.68E-05,0.000658
9263,chr11,65536414,65536914,501,*,5.33,3.42,6.12,-2.7,6.69E-05,0.000659
9264,chr20,62555450,62555950,501,*,6,4.48,6.72,-2.24,6.69E-05,0.000659
9265,chrX,9380207,9380707,501,*,5.99,4.23,6.76,-2.53,6.69E-05,0.00066
9266,chr17,50719435,50719935,501,*,7.24,6.15,7.86,-1.71,6.70E-05,0.000661
9267,chr3,195071809,195072309,501,*,5.35,3.52,6.13,-2.61,6.70E-05,0.000661
9268,chr7,36367700,36368200,501,*,6.17,4.85,6.85,-2,6.71E-05,0.000661
9269,chr5,159208175,159208675,501,*,6.46,5.29,7.1,-1.81,6.71E-05,0.000661
9270,chr22,32788671,32789171,501,*,5.92,4.21,6.68,-2.47,6.72E-05,0.000662
9271,chr4,86892252,86892752,501,*,6.43,4.77,7.18,-2.41,6.72E-05,0.000662
9272,chr4,3786525,3787025,501,*,5.53,3.88,6.28,-2.4,6.72E-05,0.000663
9273,chr10,122299006,122299506,501,*,4.88,2.83,5.69,-2.86,6.72E-05,0.000663
9274,chr1,1320094,1320594,501,*,5.17,3.23,5.96,-2.73,6.73E-05,0.000663
9275,chr1,227396198,227396698,501,*,5.55,3.83,6.31,-2.48,6.74E-05,0.000664
9276,chr2,64609404,64609904,501,*,5.39,3.57,6.17,-2.6,6.74E-05,0.000664
9277,chr6,128520763,128521263,501,*,5.73,4.15,6.46,-2.32,6.74E-05,0.000664
9278,chr7,66043794,66044294,501,*,6.34,5.01,7.02,-2.01,6.74E-05,0.000664
9279,chr4,147158119,147158619,501,*,5.29,3.21,6.11,-2.9,6.75E-05,0.000664
9280,chr16,16021748,16022248,501,*,6.52,5.38,7.15,-1.77,6.75E-05,0.000665
9281,chr9,135524691,135525191,501,*,5.18,3.29,5.97,-2.69,6.76E-05,0.000665
9282,chr14,102233274,102233774,501,*,4.64,2.37,5.49,-3.11,6.76E-05,0.000665
9283,chr2,97659808,97660308,501,*,5.38,3.58,6.15,-2.57,6.76E-05,0.000665
9284,chr16,84691742,84692242,501,*,5.73,3.77,6.53,-2.76,6.76E-05,0.000665
9285,chr17,16653251,16653751,501,*,6.18,4.8,6.87,-2.07,6.77E-05,0.000666
9286,chr22,31749729,31750229,501,*,6.34,4.89,7.05,-2.16,6.77E-05,0.000666
9287,chrX,48737414,48737914,501,*,6.28,5.03,6.94,-1.92,6.77E-05,0.000666
9288,chr18,74428923,74429423,501,*,5.07,3.15,5.87,-2.72,6.77E-05,0.000666
9289,chr15,45180928,45181428,501,*,5.12,3.19,5.92,-2.73,6.78E-05,0.000667
9290,chr12,122430572,122431072,501,*,4.95,2.77,5.78,-3.01,6.79E-05,0.000667
9291,chr15,88622363,88622863,501,*,6.64,5.48,7.27,-1.79,6.79E-05,0.000667
9292,chr7,74669235,74669735,501,*,5.55,3.76,6.32,-2.56,6.79E-05,0.000667
9293,chr3,195087187,195087687,501,*,6.53,5.32,7.18,-1.85,6.79E-05,0.000667
9294,chr21,44723476,44723976,501,*,6.06,4.46,6.8,-2.33,6.79E-05,0.000667
9295,chr3,141375168,141375668,501,*,6.35,4.84,7.07,-2.23,6.79E-05,0.000667
9296,chr1,116497992,116498492,501,*,5.81,4.36,6.52,-2.16,6.79E-05,0.000668
9297,chr1,1374200,1374700,501,*,5.58,3.52,6.4,-2.88,6.80E-05,0.000668
9298,chr11,75509886,75510386,501,*,5.71,4.16,6.43,-2.27,6.80E-05,0.000668
9299,chr1,42952630,42953130,501,*,6.57,5.28,7.24,-1.96,6.81E-05,0.000669
9300,chr17,78665905,78666405,501,*,6.19,4.84,6.88,-2.03,6.81E-05,0.000669
9301,chr21,44864477,44864977,501,*,5.57,3.68,6.36,-2.69,6.81E-05,0.000669
9302,chr3,129178641,129179141,501,*,5.13,3.1,5.94,-2.84,6.81E-05,0.000669
9303,chr11,47274483,47274983,501,*,5.29,3.53,6.06,-2.53,6.81E-05,0.000669
9304,chr12,1691172,1691672,501,*,6.47,5.19,7.14,-1.96,6.82E-05,0.000669
9305,chr9,130947658,130948158,501,*,7.82,5.29,8.69,-3.41,6.82E-05,0.000669
9306,chr9,112058845,112059345,501,*,5.35,3.59,6.12,-2.53,6.82E-05,0.000669
9307,chr2,73106825,73107325,501,*,5.46,3.68,6.24,-2.56,6.82E-05,0.00067
9308,chr2,234290929,234291429,501,*,5.06,3.08,5.86,-2.78,6.83E-05,0.00067
9309,chr7,151467106,151467606,501,*,5.09,3.01,5.9,-2.89,6.84E-05,0.000672
9310,chr19,1438345,1438845,501,*,6.58,5.37,7.23,-1.87,6.85E-05,0.000672
9311,chr13,110509999,110510499,501,*,6.27,4.93,6.95,-2.02,6.85E-05,0.000672
9312,chr2,158723086,158723586,501,*,5.45,3.8,6.2,-2.41,6.85E-05,0.000672
9313,chr12,460867,461367,501,*,5.8,4.3,6.52,-2.22,6.86E-05,0.000673
9314,chr2,235723485,235723985,501,*,5.27,3.47,6.05,-2.58,6.86E-05,0.000673
9315,chr3,197520312,197520812,501,*,5.86,4.07,6.63,-2.57,6.86E-05,0.000673
9316,chr16,46929326,46930289,964,*,6.19,4.86,6.87,-2.01,6.87E-05,0.000673
9317,chrX,154534458,154534958,501,*,5.37,3.1,6.22,-3.12,6.87E-05,0.000673
9318,chr11,69596489,69596989,501,*,5.44,3.51,6.24,-2.72,6.87E-05,0.000673
9319,chr14,102683497,102683997,501,*,5.74,4.06,6.49,-2.43,6.87E-05,0.000673
9320,chr1,39610134,39610634,501,*,5.03,2.7,5.88,-3.18,6.88E-05,0.000674
